ucsc external_gene_name ensembl_gene_id
uc003vwk.3 KIAA1147 ENSG00000257093
uc003wgy.3 ZBED6CL ENSG00000188707
uc003wpw.4 KBTBD11 ENSG00000176595
uc003wsk.2 ERI1 ENSG00000104626
uc003wxe.3 ZDHHC2 ENSG00000104219
uc003wxh.1 CNOT7 ENSG00000198791
uc003wza.3 PSD3 ENSG00000156011
uc003wzr.3 LZTS1 ENSG00000061337
uc003xas.3 HR ENSG00000168453
uc003xcz.2 TNFRSF10D ENSG00000173530
uc003xda.3 TNFRSF10A ENSG00000104689
uc003xdb.1 RP11-1149O23.3 ENSG00000246582
uc003xdh.1 LOXL2 ENSG00000134013
uc003xds.3 FP15737 ENSG00000215298
uc003xhm.3 DUSP4 ENSG00000120875
uc003xjy.1 ZNF703 ENSG00000183779
uc003xks.3 EIF4EBP1 ENSG00000187840
uc003xqh.1 CEBPD ENSG00000221869
uc003xyn.1 NCOA2 ENSG00000140396
uc003yca.2 FABP5 ENSG00000164687
uc003ycd.2 FABP4 ENSG00000170323
uc003ydk.2 CA2 ENSG00000104267
uc003ykw.2 KB-1732A1.1 ENSG00000253669
uc003ysa.2 CCAT1 ENSG00000247844
uc003ysr.3 GSDMC ENSG00000147697
uc003yui.1 NDRG1 ENSG00000104419
uc003yvd.3 COL22A1 ENSG00000169436
uc003yxf.1 LY6D ENSG00000167656
uc003zaa.1 EPPK1 ENSG00000227184
uc003zar.3 OPLAH ENSG00000178814
uc003zbr.1 BOP1 ENSG00000170727
uc003zcz.3 KIFC2 ENSG00000167702
uc003zkw.3 LURAP1L ENSG00000153714
uc003zpe.2 MIR31HG ENSG00000171889
uc003zxq.3 TPM2 ENSG00000198467
uc004aay.3 ALDH1B1 ENSG00000137124
uc004akc.2 PCSK5 ENSG00000099139
uc004aox.4 GAS1 ENSG00000180447
uc004aqe.4 S1PR3 ENSG00000213694
uc004avg.4 MIR23B ENSG00000207563
uc004avg.4 MIR27B ENSG00000207864
uc004bft.3 UGCG ENSG00000148154
uc004blo.3 DAB2IP ENSG00000136848
uc004bov.3 OLFML2A ENSG00000185585
uc004bqo.2 RALGPS1 ENSG00000136828
uc004bsx.2 FAM102A ENSG00000167106
uc004btg.1 RP11-395P17.3 ENSG00000234771
uc004caa.1 LAMC3 ENSG00000050555
uc004chz.3 NOTCH1 ENSG00000148400
uc004cjh.3 RABL6 ENSG00000196642
uc004cjn.1 RABL6 ENSG00000196642
uc004ckj.1 CLIC3 ENSG00000169583
uc004clz.2 RNF208 ENSG00000212864
uc004crg.4 MXRA5 ENSG00000101825
uc004csf.3 KAL1 ENSG00000011201
uc004cst.2 GPR143 ENSG00000101850
uc004csu.1 SHROOM2 ENSG00000146950
uc004cvf.3 TMSB4X ENSG00000205542
uc004dlx.1 KCND1 ENSG00000102057
uc004ebq.1 RP3-368A4.5 ENSG00000271430
uc004eee.1 HMGN5 ENSG00000198157
uc004eer.2 POF1B ENSG00000124429
uc004efq.3 NAP1L3 ENSG00000186310
uc004egb.3 SRPX2 ENSG00000102359
uc004eml.3 RNF128 ENSG00000133135
uc004eng.3 TSC22D3 ENSG00000157514
uc004enh.3 TSC22D3 ENSG00000157514
uc004eqs.3 IL13RA1 ENSG00000131724
uc004esv.3 CUL4B ENSG00000158290
uc004eus.3 APLN ENSG00000171388
uc004ezy.3 VGLL1 ENSG00000102243
uc004fhr.2 BGN ENSG00000182492
uc004flm.3 PLXNA3 ENSG00000130827
uc009xee.2 CAPN8 ENSG00000203697
uc009xts.3 IFIT2 ENSG00000119922
uc009zmh.3 KRT5 ENSG00000186081
uc009zmn.2 KRT18 ENSG00000111057
uc010alp.3 LTB4R ENSG00000213903
uc010crj.3 NLK ENSG00000087095
uc010crm.3 FOXN1 ENSG00000109101
uc010cwu.1 RAPGEFL1 ENSG00000108352
uc010dbl.3 ITGA3 ENSG00000005884
uc010fwg.3 SPEG ENSG00000072195
uc010gip.1 BMP7 ENSG00000101144
uc010ifg.2 TLR6 ENSG00000174130
uc010ioe.3 PABPC4L ENSG00000254535
uc010jea.3 PITX1 ENSG00000069011
uc010jpa.4 TMEM170B ENSG00000205269
uc010kzy.2 TPST1 ENSG00000169902
uc010miq.2 PTPLAD2 ENSG00000188921
uc010msg.3 HABP4 ENSG00000130956
uc010naa.2 CEL ENSG00000170835
uc010naj.3 SNORD36A ENSG00000199744
uc010nid.3 SLC38A5 ENSG00000017483
uc010ofj.2 FAM46B ENSG00000158246
uc010oro.2 IFI44L ENSG00000137959
uc010oxe.1 WDR3 ENSG00000065183
uc010qag.1 LINC00200 ENSG00000229205
uc010qnh.2 IFIT5 ENSG00000152778
uc010rog.2 NEAT1 ENSG00000245532
uc010rpj.2 RBM4 ENSG00000173933
uc010rzi.2 TRIM29 ENSG00000137699
uc010sfy.2 C1R ENSG00000159403
uc010swe.1 NT5DC3 ENSG00000111696
uc010uri.2 NR2F2 ENSG00000185551
uc010vtq.2 ACADVL ENSG00000072778
uc010vzx.2 C17orf103 ENSG00000154035
uc010xxi.2 NKPD1 ENSG00000179846
uc010xyn.2 DHX34 ENSG00000134815
uc010ylf.2 CGREF1 ENSG00000138028
uc010yqa.2 SLC1A4 ENSG00000115902
uc010yrw.2 DQX1 ENSG00000144045
uc010ywt.1 SH3RF3 ENSG00000172985
uc010yxk.1 ACOXL ENSG00000153093
uc010zex.2 HOXD9 ENSG00000128709
uc011arv.1 DENND6B ENSG00000205593
uc011baf.2 TMEM158 ENSG00000249992
uc011bwj.2 PSAPL1 ENSG00000178597
uc011czx.1 VTRNA1-3 ENSG00000202515
uc011dbl.1 SH3RF2 ENSG00000156463
uc011dcj.2 NDST1 ENSG00000070614
uc011dwo.2 C6orf141 ENSG00000197261
uc011kcg.1 UPP1 ENSG00000183696
uc011kuo.2 ZNF783 ENSG00000204946
uc011lwy.2 ZNF883 ENSG00000228623
uc011meh.2 C9orf172 ENSG00000232434
uc021oig.1 TCEA3 ENSG00000204219
uc021psk.1 UNC5B-AS1 ENSG00000237512
uc021pwv.1 HPS1 ENSG00000107521
uc021qbs.2 IFITM10 ENSG00000244242
uc021qfs.1 KIAA1549L ENSG00000110427
uc021qfw.1 CD44 ENSG00000026508
uc021sba.1 IFI27 ENSG00000165949
uc021sxr.1 RP11-66B24.2 ENSG00000232386
uc021sxr.1 RP11-66B24.7 ENSG00000272808
uc021tmj.1 FLJ00104 ENSG00000205047
uc021tnh.1 TLCD2 ENSG00000185561
uc021vfg.1 FOSL2 ENSG00000075426
uc021wnx.1 SELM ENSG00000198832
uc021xwp.1 ANKRD33B ENSG00000164236
uc021ych.1 STARD4-AS1 ENSG00000246859
uc022bon.1 SH3GLB2 ENSG00000148341
uc031qfh.1 IGSF9B ENSG00000080854
uc031qhk.1 KRT4 ENSG00000170477
uc031qhm.1 HOXC13-AS ENSG00000249641
uc031qjr.1 PXN ENSG00000089159
uc031swj.1 AC074389.9 ENSG00000236081
uc001acl.1 RP11-465B22.3 ENSG00000217801
uc001aft.2 ATAD3C ENSG00000215915
uc001alu.3 KCNAB2 ENSG00000069424
uc001amq.3 ACOT7 ENSG00000097021
uc001amw.3 HES2 ENSG00000069812
uc001arp.2 CASZ1 ENSG00000130940
uc001aru.3 MASP2 ENSG00000009724
uc001avb.3 LRRC38 ENSG00000162494
uc001axz.4 FAM131C ENSG00000185519
uc001ayt.2 CROCCP3 ENSG00000080947
uc001bag.1 PADI2 ENSG00000117115
uc001bah.1 PADI1 ENSG00000142623
uc001bbv.1 AKR7A3 ENSG00000162482
uc001bfa.3 USP48 ENSG00000090686
uc001bfs.4 WNT4 ENSG00000162552
uc001bgg.1 RP1-74M1.3 ENSG00000272796
uc001bjd.3 STPG1 ENSG00000001460
uc001bjk.2 NCMAP ENSG00000184454
uc001boc.3 CD164L2 ENSG00000174950
uc001bsc.2 LAPTM5 ENSG00000162511
uc001bvd.4 MARCKSL1 ENSG00000175130
uc001caj.1 EVA1B ENSG00000142694
uc001ces.2 MYCL ENSG00000116990
uc001chb.2 HIVEP3 ENSG00000127124
uc001cil.3 SLC2A1-AS1 ENSG00000227533
uc001cku.3 ARTN ENSG00000117407
uc001cli.3 B4GALT2 ENSG00000117411
uc001cmp.3 TCTEX1D4 ENSG00000188396
uc001cqt.3 CYP4X1 ENSG00000186377
uc001cwi.1 HSPB11 ENSG00000081870
uc001czq.3 CYP2J2 ENSG00000134716
uc001dbi.4 ROR1 ENSG00000185483
uc001dlb.3 DDAH1 ENSG00000153904
uc001dno.3 GEMIN8P4 ENSG00000228175
uc001dpz.4 BCAR3 ENSG00000137936
uc001dua.3 RP11-421L21.3 ENSG00000233184
uc001duq.3 AMY2B ENSG00000240038
uc001dyh.2 GSTM4 ENSG00000168765
uc001ehe.3 FAM46C ENSG00000183508
uc001epr.2 ACP6 ENSG00000162836
uc001eqo.1 LINC01138 ENSG00000215863
uc001evp.2 CTSK ENSG00000143387
uc001eya.4 SELENBP1 ENSG00000143416
uc001ezt.2 HRNR ENSG00000197915
uc001ezv.3 FLG-AS1 ENSG00000237975
uc001faq.3 LCE1B ENSG00000196734
uc001fbb.2 SPRR2D ENSG00000163216
uc001fbn.1 PGLYRP3 ENSG00000159527
uc001feu.3 AQP10 ENSG00000143595
uc001fjz.2 HCN3 ENSG00000143630
uc001fkh.1 RUSC1-AS1 ENSG00000225855
uc001fwc.2 VANGL2 ENSG00000162738
uc001gad.3 PCP4L1 ENSG00000248485
uc001gaf.4 MPZ ENSG00000158887
uc001gii.1 PIGC ENSG00000135845
uc001gwd.3 PKP1 ENSG00000081277
uc001gxj.3 GPR37L1 ENSG00000170075
uc001gyk.1 RP11-480I12.7 ENSG00000234996
uc001hhg.3 LAMB3 ENSG00000196878
uc001hjl.2 BATF3 ENSG00000123685
uc001hov.4 DNAH14 ENSG00000185842
uc001hvy.1 SLC35F3 ENSG00000183780
uc001hyo.1 CHRM3 ENSG00000133019
uc001ifz.3 IDI1 ENSG00000067064
uc001ihf.4 LINC00704 ENSG00000231298
uc001iot.1 VIM-AS1 ENSG00000229124
uc001ixc.1 NRP1 ENSG00000099250
uc001jat.2 HNRNPF ENSG00000169813
uc001jec.3 GPRIN2 ENSG00000204175
uc001jok.4 TET1 ENSG00000138336
uc001kcu.3 C10orf99 ENSG00000188373
uc001kek.3 NUTM2A ENSG00000184923
uc001kfz.3 CH25H ENSG00000138135
uc001kgf.3 IFIT3 ENSG00000119917
uc001kgy.3 RP11-94M14.2 ENSG00000224750
uc001khk.2 HECTD2 ENSG00000165338
uc001kit.3 RBP4 ENSG00000138207
uc001kml.2 TLL2 ENSG00000095587
uc001knc.1 FRAT1 ENSG00000165879
uc001kpc.3 PYROXD2 ENSG00000119943
uc001kqf.2 ABCC2 ENSG00000023839
uc001krq.4 FAM178A ENSG00000119906
uc001ksk.3 LZTS2 ENSG00000107816
uc001ksp.3 SFXN3 ENSG00000107819
uc001kut.3 ELOVL3 ENSG00000119915
uc001kxh.3 NEURL1 ENSG00000107954
uc001kyy.3 MXI1 ENSG00000119950
uc001lba.3 ADRB1 ENSG00000043591
uc001lek.1 TIAL1 ENSG00000151923
uc001lpx.3 C11orf35 ENSG00000185522
uc001lpy.3 RP11-496I9.1 ENSG00000254815
uc001lwv.4 SLC22A18AS ENSG00000254827
uc001mhy.1 RP11-540A21.2 ENSG00000245522
uc001mhz.1 SBF2-AS1 ENSG00000246273
uc001mmy.1 NUCB2 ENSG00000070081
uc001mnv.1 MRGPRX4 ENSG00000179817
uc001moz.1 TMEM86A ENSG00000151117
uc001mpt.2 NAV2 ENSG00000166833
uc001nsa.3 DAGLA ENSG00000134780
uc001nxg.1 HRASLS2 ENSG00000133328
uc001ong.3 TCIRG1 ENSG00000110719
uc001opj.3 ANO1 ENSG00000131620
uc001oqp.3 NADSYN1 ENSG00000172890
uc001otc.1 ATG16L2 ENSG00000168010
uc001ozp.3 FAM181B ENSG00000182103
uc001pjq.3 SLC35F2 ENSG00000110660
uc001pkf.3 ATM ENSG00000149311
uc001pos.1 NNMT ENSG00000166741
uc001pru.2 TMPRSS13 ENSG00000137747
uc001puh.3 UPK2 ENSG00000110375
uc001pwm.4 USP2 ENSG00000036672
uc001pww.3 PVRL1 ENSG00000110400
uc001pym.4 C11orf63 ENSG00000109944
uc001qel.3 SENCR ENSG00000254703
uc001qim.1 RP11-218M22.1 ENSG00000177406
uc001qnn.1 VWF ENSG00000110799
uc001rao.2 DUSP16 ENSG00000111266
uc001rcc.1 PLBD1 ENSG00000121316
uc001rco.3 ERP27 ENSG00000139055
uc001riu.1 RP11-996F15.2 ENSG00000257176
uc001rkk.1 DENND5B ENSG00000170456
uc001rzs.3 NR4A1 ENSG00000123358
uc001sbc.1 KRT78 ENSG00000170423
uc001sbg.3 KRT18 ENSG00000111057
uc001sfh.4 CBX5 ENSG00000094916
uc001snv.1 INHBC ENSG00000175189
uc001sps.4 AGAP2-AS1 ENSG00000255737
uc001srq.2 TMEM5 ENSG00000118600
uc001ssh.2 TBC1D30 ENSG00000111490
uc001ssz.1 RP11-366L20.2 ENSG00000197301
uc001svb.1 CCT2 ENSG00000166226
uc001svx.3 KCNMB4 ENSG00000135643
uc001sze.2 PTPRQ ENSG00000139304
uc001taf.1 RASSF9 ENSG00000198774
uc001tbi.4 LINC00936 ENSG00000271614
uc001tln.3 TCP11L2 ENSG00000166046
uc001tvx.1 LINC00173 ENSG00000196668
uc001tvy.3 LINC00173 ENSG00000196668
uc001twx.3 TAOK3 ENSG00000135090
uc001umg.3 MPHOSPH8 ENSG00000196199
uc001umz.4 GJB6 ENSG00000121742
uc001uqm.1 SHISA2 ENSG00000180730
uc001urv.4 CDX2 ENSG00000165556
uc001uvc.3 MAB21L1 ENSG00000180660
uc001uwv.3 FREM2 ENSG00000150893
uc001uyi.2 RGCC ENSG00000102760
uc001vdf.2 ARL11 ENSG00000152213
uc001vfn.3 INTS6-AS1 ENSG00000236778
uc001vfo.1 RPS4XP16 ENSG00000224892
uc001vjq.4 UCHL3 ENSG00000118939
uc001vlj.3 SPRY2 ENSG00000136158
uc001vln.3 SLITRK5 ENSG00000165300
uc001von.3 ZIC2 ENSG00000043355
uc001vtv.3 TFDP1 ENSG00000198176
uc001vuh.3 TMEM255B ENSG00000184497
uc001wil.3 CDH24 ENSG00000139880
uc001wjj.3 PABPN1 ENSG00000100836
uc001wpf.4 NYNRIN ENSG00000205978
uc001wwk.2 LINC00648 ENSG00000259129
uc001wzy.3 PSMC6 ENSG00000100519
uc001xbb.4 SAMD4A ENSG00000020577
uc001xbi.1 GCH1 ENSG00000131979
uc001xca.3 KTN1-AS1 ENSG00000186615
uc001xee.1 L3HYPDH ENSG00000126790
uc001xhd.4 AKAP5 ENSG00000179841
uc001xhk.4 HSPA2 ENSG00000126803
uc001xjk.3 TMEM229B ENSG00000198133
uc001xjz.4 RDH12 ENSG00000139988
uc001xxq.3 FOXN3-AS1 ENSG00000258920
uc001xzq.1 SMEK1 ENSG00000100796
uc001yas.1 RIN3 ENSG00000100599
uc001yfn.3 AK7 ENSG00000140057
uc001ynv.1 RP11-894P9.1 ENSG00000246451
uc001yoe.3 ZFYVE21 ENSG00000100711
uc001yoy.4 INF2 ENSG00000203485
uc001yvf.2 RP11-566K19.6 ENSG00000259344
uc001ywk.3 NDN ENSG00000182636
uc001zjb.2 DPH6 ENSG00000134146
uc001zkv.4 BMF ENSG00000104081
uc001zla.2 C15orf56 ENSG00000176753
uc001zmh.2 RAD51-AS1 ENSG00000245849
uc001znz.3 ITPKA ENSG00000137825
uc001zos.4 SPTBN5 ENSG00000137877
uc001zus.1 DUOX1 ENSG00000137857
uc002agk.3 ANXA2 ENSG00000182718
uc002anq.3 RBPMS2 ENSG00000166831
uc002arz.2 PAQR5 ENSG00000137819
uc002ata.2 CT62 ENSG00000225362
uc002atb.1 THSD4 ENSG00000187720
uc002avy.3 C15orf59 ENSG00000205363
uc002bax.1 ODF3L1 ENSG00000182950
uc002bbo.3 NRG4 ENSG00000169752
uc002bfu.3 ABHD17C ENSG00000136379
uc002bmc.1 LINC00052 ENSG00000259527
uc002bnj.2 ABHD2 ENSG00000140526
uc002cfz.3 HBQ1 ENSG00000086506
uc002cnh.3 RPL3L ENSG00000140986
uc002cte.4 CCDC64B ENSG00000162069
uc002cuo.2 ZNF263 ENSG00000006194
uc002cxu.4 ROGDI ENSG00000067836
uc002don.4 IL4R ENSG00000077238
uc002dwn.1 YPEL3 ENSG00000090238
uc002efn.1 SIAH1 ENSG00000196470
uc002ehd.2 CHD9 ENSG00000177200
uc002eid.1 CAPNS2 ENSG00000256812
uc002ejm.3 MT1E ENSG00000169715
uc002eog.2 CDH8 ENSG00000150394
uc002eoo.2 LINC00920 ENSG00000246898
uc002erk.1 FBXL8 ENSG00000135722
uc002fft.1 RP11-314O13.1 ENSG00000260896
uc002fol.1 VPS9D1 ENSG00000075399
uc002fpe.4 MC1R ENSG00000258839
uc002fsp.3 MYO1C ENSG00000197879
uc002fzl.3 C17orf107 ENSG00000205710
uc002gfk.1 ELP5 ENSG00000170291
uc002ggz.3 FGF11 ENSG00000161958
uc002gkp.4 LINC00324 ENSG00000178977
uc002gtt.1 RP1-37N7.3 ENSG00000220161
uc002gwd.1 ALDH3A2 ENSG00000072210
uc002hhp.1 MYO1D ENSG00000176658
uc002hjk.1 SLFN13 ENSG00000154760
uc002hne.3 MRM1 ENSG00000129282
uc002hrb.2 LINC00672 ENSG00000263874
uc002hwr.3 KRT32 ENSG00000108759
uc002hwu.1 KRT13 ENSG00000171401
uc002ifn.4 ASB16-AS1 ENSG00000267080
uc002imy.3 COPZ2 ENSG00000005243
uc002iva.3 MSI2 ENSG00000153944
uc002ixm.1 YPEL2 ENSG00000175155
uc002iyl.3 CTD-2319I12.1 ENSG00000261040
uc002jeb.3 SNORA76 ENSG00000266402
uc002jij.3 MAP2K6 ENSG00000108984
uc002jiu.1 SOX9-AS1 ENSG00000234899
uc002jwf.3 TIMP2 ENSG00000035862
uc002jzt.2 ENTHD2 ENSG00000167302
uc002kar.3 NPLOC4 ENSG00000182446
uc002kke.3 ROCK1P1 ENSG00000263006
uc002kkr.3 C18orf56 ENSG00000176912
uc002kmc.3 TGIF1 ENSG00000177426
uc002knt.3 SOGA2 ENSG00000168502
uc002kob.3 RALBP1 ENSG00000017797
uc002kos.2 PIEZO2 ENSG00000154864
uc002ktq.3 MIB1 ENSG00000101752
uc002kwp.3 DSG1 ENSG00000134760
uc002lco.3 KATNAL2 ENSG00000167216
uc002ldy.1 SCARNA17 ENSG00000251992
uc002ldy.1 SCARNA18 ENSG00000252139
uc002lhy.3 CPLX4 ENSG00000166569
uc002lqw.4 ABCA7 ENSG00000064687
uc002luh.4 ADAT3 ENSG00000213638
uc002lut.1 MKNK2 ENSG00000099875
uc002lvh.2 AMH ENSG00000104899
uc002lwx.1 AES ENSG00000104964
uc002mar.1 PLIN4 ENSG00000167676
uc002mix.2 SNAPC2 ENSG00000104976
uc002mou.2 S1PR5 ENSG00000180739
uc002mvn.1 DNASE2 ENSG00000105612
uc002mxz.3 hsa-mir-1199 ENSG00000141854
uc002nay.1 AKAP8L ENSG00000011243
uc002nfd.1 CPAMD8 ENSG00000160111
uc002njq.3 KXD1 ENSG00000105700
uc002nki.1 CERS1 ENSG00000223802
uc002nsa.2 AC005307.3 ENSG00000267243
uc002ntp.1 RGS9BP ENSG00000186326
uc002oad.2 SBSN ENSG00000189001
uc002okq.1 NCCRP1 ENSG00000188505
uc002okv.3 IFNL1 ENSG00000182393
uc002orm.2 CEACAM6 ENSG00000086548
uc002oxd.2 PLAUR ENSG00000011422
uc002oyh.2 ZNF224 ENSG00000267680
uc002pab.3 APOE ENSG00000130203
uc002pcj.4 OPA3 ENSG00000125741
uc002pcs.3 C19orf83 ENSG00000267757
uc002pec.3 AC006262.5 ENSG00000268621
uc002pho.1 SEPW1 ENSG00000178980
uc002pjl.3 SULT2B1 ENSG00000088002
uc002pkx.3 PLEKHA4 ENSG00000105559
uc002ple.1 DHDH ENSG00000104808
uc002poj.3 RCN3 ENSG00000142552
uc002poz.1 IRF3 ENSG00000126456
uc002puq.1 KLK8 ENSG00000129455
uc002puy.3 KLK10 ENSG00000129451
uc002qdt.4 MBOAT7 ENSG00000125505
uc002qfv.1 LENG8 ENSG00000167615
uc002qtd.3 ZBTB45 ENSG00000119574
uc002raj.4 HPCAL1 ENSG00000115756
uc002rcm.3 VSNL1 ENSG00000163032
uc002rec.3 C2orf43 ENSG00000118961
uc002sbc.2 AHSA2 ENSG00000173209
uc002sfz.4 ASPRV1 ENSG00000244617
uc002shr.3 NAGK ENSG00000124357
uc002sqd.2 C2orf68 ENSG00000168887
uc002ssy.4 THNSL2 ENSG00000144115
uc002syc.3 LINC01125 ENSG00000228486
uc002tav.3 RP11-299H21.1 ENSG00000272902
uc002tmx.3 TFCP2L1 ENSG00000115112
uc002tsb.1 ARHGEF4 ENSG00000136002
uc002tvt.2 GTDC1 ENSG00000121964
uc002ubd.3 LY75 ENSG00000054219
uc002ulj.1 AC074286.1 ENSG00000213963
uc002upl.3 FSIP2 ENSG00000188738
uc002urb.4 ORMDL1 ENSG00000128699
uc002uvx.3 AOX1 ENSG00000138356
uc002uwc.3 BZW1 ENSG00000082153
uc002uwg.2 CLK1 ENSG00000013441
uc002vhq.3 PNKD ENSG00000127838
uc002vjc.1 WNT6 ENSG00000115596
uc002vmi.3 OBSL1 ENSG00000124006
uc002vwz.2 RAB17 ENSG00000124839
uc002vxr.2 KLHL30 ENSG00000168427
uc002wah.1 SNED1 ENSG00000162804
uc002was.3 PPP1R7 ENSG00000115685
uc002wbu.3 ATG4B ENSG00000168397
uc002wmg.3 CHGB ENSG00000089199
uc002wro.2 RIN2 ENSG00000132669
uc002wsm.3 FOXA2 ENSG00000125798
uc002xch.3 UQCC1 ENSG00000101019
uc002xcq.1 ERGIC3 ENSG00000125991
uc002xgg.1 TLDC2 ENSG00000101342
uc002xig.3 SNHG17 ENSG00000196756
uc002xkn.1 L3MBTL1 ENSG00000185513
uc002xqz.3 MMP9 ENSG00000100985
uc002xsi.4 SLC13A3 ENSG00000158296
uc002xvp.1 BCAS4 ENSG00000124243
uc002xwo.3 TSHZ2 ENSG00000182463
uc002ylm.4 MIR155HG ENSG00000234883
uc002ymd.3 CYYR1 ENSG00000166265
uc002ynu.2 CLDN8 ENSG00000156284
uc002yph.3 HUNK ENSG00000142149
uc002yvq.3 SIM2 ENSG00000159263
uc002yzf.1 MX2 ENSG00000183486
uc002yzw.3 C2CD2 ENSG00000157617
uc002zci.4 WDR4 ENSG00000160193
uc002zwc.1 ZNF280B ENSG00000198477
uc003ado.3 TTC28-AS1 ENSG00000235954
uc003afe.1 GAS2L1 ENSG00000185340
uc003amm.2 RTCB ENSG00000100220
uc003axf.3 PDGFB ENSG00000100311
uc003ayp.4 ADSL ENSG00000239900
uc003azp.1 RP4-756G23.5 ENSG00000235513
uc003bct.3 RRP7B ENSG00000182841
uc003bdg.4 PACSIN2 ENSG00000100266
uc003bry.3 LHFPL4 ENSG00000156959
uc003bzo.2 SH3BP5-AS1 ENSG00000224660
uc003cay.3 RFTN1 ENSG00000131378
uc003chn.3 PLCD1 ENSG00000187091
uc003cst.2 PLXNB1 ENSG00000164050
uc003cug.3 SLC26A6 ENSG00000225697
uc003cwn.2 C3orf62 ENSG00000188315
uc003cxz.3 MON1A ENSG00000164077
uc003dmy.3 KBTBD8 ENSG00000163376
uc003duy.1 FAM172BP ENSG00000175841
uc003ead.2 WDR52 ENSG00000206530
uc003eas.3 GRAMD1C ENSG00000178075
uc003eay.4 QTRTD1 ENSG00000151576
uc003efq.4 PARP14 ENSG00000173193
uc003ekh.3 RUVBL1 ENSG00000175792
uc003eop.4 ACPP ENSG00000014257
uc003esk.3 ESYT3 ENSG00000158220
uc003eti.2 RBP1 ENSG00000114115
uc003ezd.2 RP11-64D22.2 ENSG00000240602
uc003fbl.4 PTX3 ENSG00000163661
uc003fcx.3 IL12A ENSG00000168811
uc003ffk.2 MECOM ENSG00000085276
uc003fkm.2 TTC14 ENSG00000163728
uc003fnj.1 CAMK2N2 ENSG00000163888
uc003fps.4 C3orf65 ENSG00000163915
uc003frm.3 RTP4 ENSG00000136514
uc003frv.2 TPRG1 ENSG00000188001
uc003fvu.1 TNK2 ENSG00000061938
uc003fvw.1 TNK2-AS1 ENSG00000224614
uc003fwv.3 NRROS ENSG00000174004
uc003gej.3 SCARNA22 ENSG00000249784
uc003ght.3 LYAR ENSG00000145220
uc003gsk.1 PCDH7 ENSG00000169851
uc003gum.2 UGDH-AS1 ENSG00000249348
uc003gwp.3 SHISA3 ENSG00000178343
uc003gzu.3 SCFD2 ENSG00000184178
uc003has.3 KDR ENSG00000128052
uc003hdt.1 TMPRSS11F ENSG00000198092
uc003hja.3 NAAA ENSG00000138744
uc003hjl.4 CXCL10 ENSG00000169245
uc003hpa.1 NKX6-1 ENSG00000163623
uc003huk.1 ADH5 ENSG00000197894
uc003hzt.3 GAR1 ENSG00000109534
uc003iag.1 PITX2 ENSG00000164093
uc003ibv.4 TRAM1L1 ENSG00000174599
uc003igr.2 SCLT1 ENSG00000151466
uc003igt.4 SCLT1 ENSG00000151466
uc003imp.1 RP11-18H21.1 ENSG00000245954
uc003iro.3 DDX60 ENSG00000137628
uc003iww.2 ACSL1 ENSG00000151726
uc003jas.3 PDCD6 ENSG00000249915
uc003jcx.4 MRPL36 ENSG00000171421
uc003jfd.2 DNAH5 ENSG00000039139
uc003jfr.3 FAM134B ENSG00000154153
uc003jgg.4 GUSBP1 ENSG00000183666
uc003jlm.2 OSMR ENSG00000145623
uc003jsf.4 PART1 ENSG00000152931
uc003kdn.3 GCNT4 ENSG00000176928
uc003knk.3 ST8SIA4 ENSG00000113532
uc003knm.3 SLCO4C1 ENSG00000173930
uc003kpj.2 STARD4 ENSG00000164211
uc003ksv.3 ZNF474 ENSG00000164185
uc003kvd.3 CHSY3 ENSG00000198108
uc003lfy.1 EIF4EBP3 ENSG00000243056
uc003lhy.1 AC005609.1 ENSG00000249034
uc003lil.3 PCDHB2 ENSG00000112852
uc003liq.3 PCDHB5 ENSG00000113209
uc003liy.3 PCDHB11 ENSG00000197479
uc003lpx.1 CTC-529P8.1 ENSG00000250072
uc003lpy.2 ABLIM3 ENSG00000173210
uc003lui.4 SPARC ENSG00000113140
uc003lvg.1 GALNT10 ENSG00000164574
uc003mhk.3 DOK3 ENSG00000146094
uc003ngq.3 HIST1H1E ENSG00000168298
uc003okt.3 TEAD3 ENSG00000007866
uc003orr.3 TAF8 ENSG00000137413
uc003oto.3 KLHDC3 ENSG00000124702
uc003owk.3 VEGFA ENSG00000112715
uc003oyi.3 SLC25A27 ENSG00000153291
uc003pfz.1 LINC00472 ENSG00000233237
uc003pho.1 RP11-553A21.3 ENSG00000231652
uc003pjn.4 TPBG ENSG00000146242
uc003pkm.3 RP11-30P6.6 ENSG00000234155
uc003pko.4 NT5E ENSG00000135318
uc003psg.3 NR2E1 ENSG00000112333
uc003qak.3 NCOA7 ENSG00000111912
uc003qvb.1 RPS6KA2 ENSG00000071242
uc003sme.3 AC004840.9 ENSG00000175873
uc003svi.2 AC002480.3 ENSG00000232759
uc003syo.2 HOXA6 ENSG00000106006
uc003syz.1 HOXA11-AS ENSG00000240990
uc003szp.3 CREB5 ENSG00000146592
uc003tfm.1 GPR141 ENSG00000187037
uc003tig.1 AC011738.4 ENSG00000231638
uc003tkq.2 CAMK2B ENSG00000058404
uc003tne.4 ADCY1 ENSG00000164742
uc003ttl.3 ZNF273 ENSG00000198039
uc003tyb.3 FZD9 ENSG00000188763
uc003tzj.2 WBSCR27 ENSG00000165171
uc003uhf.4 CD36 ENSG00000135218
uc003uhr.1 CACNA2D1 ENSG00000153956
